,order,species,adult_body_mass_g,adult_head_body_len_mm,home_range_km2,litter_size,habitat
1286,Rodentia,Eospalax smithii,NA,NA,NA,NA,T
1287,Rodentia,Eothenomys cachinus,NA,NA,NA,NA,T
1288,Rodentia,Eothenomys chinensis,NA,NA,NA,NA,T
1289,Rodentia,Eothenomys custos,NA,NA,NA,NA,T
1290,Rodentia,Eothenomys melanogaster,19.59,92.88,NA,1.8,T
1291,Rodentia,Eothenomys miletus,NA,NA,NA,NA,T
1292,Rodentia,Eothenomys olitor,NA,NA,NA,NA,T
1293,Rodentia,Eothenomys proditor,NA,NA,NA,NA,T
1294,Rodentia,Eothenomys wardi,NA,NA,NA,NA,T
1295,Rodentia,Eozapus setchuanus,NA,NA,NA,NA,T
1300,Rodentia,Epixerus ebii,520.96,287.54,NA,2,T
338,Rodentia,Eremodipus lichtensteini,NA,NA,NA,4.86,T
339,Rodentia,Erethizon dorsatum,7419.46,837.5,0.1,1,T
345,Rodentia,Eropeplus canus,NA,NA,NA,NA,T
1377,Rodentia,Euchoreutes naso,NA,NA,NA,NA,T
943,Rodentia,Euneomys chinchilloides,75.57,NA,NA,NA,T
944,Rodentia,Euneomys fossor,83,NA,NA,NA,T
945,Rodentia,Euneomys mordax,81.99,NA,NA,NA,T
946,Rodentia,Euneomys petersoni,83,NA,NA,NA,T
949,Rodentia,Eupetaurus cinereus,NA,459.99,NA,NA,T
958,Rodentia,Euryzygomatomys spinosus,187.49,NA,NA,0.97,T
959,Rodentia,Exilisciurus concinnus,27.72,NA,NA,1.94,T
1387,Rodentia,Exilisciurus exilis,21.75,83,NA,2.46,T
1388,Rodentia,Exilisciurus whiteheadi,24.91,83,NA,1.94,T
1443,Rodentia,Felovia vae,205,NA,NA,1,T
1447,Rodentia,Funambulus layardi,NA,NA,NA,2.43,T
1448,Rodentia,Funambulus palmarum,136.4,NA,NA,2.62,T
1449,Rodentia,Funambulus pennantii,102.49,NA,0.001374507,2.95,T
1450,Rodentia,Funambulus sublineatus,70.93,NA,NA,2,T
1451,Rodentia,Funambulus tristriatus,134.62,NA,NA,2.64,T
1452,Rodentia,Funisciurus anerythrus,223.54,184.2,NA,1.32,T
1453,Rodentia,Funisciurus bayonii,134.99,NA,NA,NA,T
1454,Rodentia,Funisciurus carruthersi,276.85,228.31,NA,NA,T
1455,Rodentia,Funisciurus congicus,112,146.46,0.003290498,2.44,T
1456,Rodentia,Funisciurus isabella,109.31,156.98,NA,0.98,T
1457,Rodentia,Funisciurus lemniscatus,140.99,167.4,NA,1.8,T
1458,Rodentia,Funisciurus leucogenys,250,NA,NA,0.97,T
1459,Rodentia,Funisciurus pyrropus,243.18,204.81,NA,1.26,T
1460,Rodentia,Funisciurus substriatus,185.73,183.7,NA,NA,T
572,Rodentia,Galea flavidens,450,NA,NA,NA,T
573,Rodentia,Galea musteloides,386.64,NA,NA,2.6,T
574,Rodentia,Galea spixii,360.61,NA,0.000535015,2.19,T
576,Rodentia,Galenomys garleppi,59.3,NA,NA,NA,T
1330,Rodentia,Geocapromys brownii,1497.48,378.14,NA,1.73,T
1331,Rodentia,Geocapromys ingrahami,733.52,395,NA,1.04,T
1332,Rodentia,Geocapromys thoracatus,1500,337.49,NA,NA,T
1334,Rodentia,Geomys arenarius,206,172.69,NA,4.71,T
1335,Rodentia,Geomys attwateri,144.06,153.54,0.000214131,1.89,T
1336,Rodentia,Geomys breviceps,136.47,150.63,NA,2.53,T
1337,Rodentia,Geomys bursarius,203.75,177.03,NA,3.14,T
1338,Rodentia,Geomys knoxjonesi,172.49,154.46,NA,NA,T
1339,Rodentia,Geomys personatus,397,184.41,NA,3.09,T
1340,Rodentia,Geomys pinetis,201.15,NA,NA,1.68,T
1341,Rodentia,Geomys texensis,NA,165.35,NA,NA,T
1342,Rodentia,Geomys tropicalis,349.99,172.85,NA,4,T
1343,Rodentia,Georychus capensis,188.36,NA,0.000212281,5.94,T
1344,Rodentia,Geoxus valdivianus,30.8,NA,NA,3.4,T
1345,Rodentia,Gerbilliscus afra,92.13,NA,NA,3.92,T
1346,Rodentia,Gerbilliscus boehmi,NA,NA,NA,4.06,T
1347,Rodentia,Gerbilliscus brantsii,89.41,NA,0.000541371,2.74,T
1348,Rodentia,Gerbilliscus guineae,102.5,NA,NA,NA,T
1349,Rodentia,Gerbilliscus inclusus,118.5,160.75,NA,NA,T
1350,Rodentia,Gerbilliscus kempi,100.83,NA,NA,4,T
1351,Rodentia,Gerbilliscus leucogaster,73.75,NA,NA,4.5,T
1352,Rodentia,Gerbilliscus nigricaudus,123,NA,NA,4.44,T
1353,Rodentia,Gerbilliscus phillipsi,127.07,144.99,NA,NA,T
1354,Rodentia,Gerbilliscus robustus,95.99,NA,NA,5.26,T
1355,Rodentia,Gerbilliscus validus,121,NA,NA,3.94,T
1356,Rodentia,Gerbillurus paeba,25.91,93.22,0.01,3.64,T
1357,Rodentia,Gerbillurus setzeri,38.29,105.28,NA,NA,T
1358,Rodentia,Gerbillurus tytonis,29.79,98.9,NA,4.4,T
1359,Rodentia,Gerbillurus vallinus,35.24,98.46,NA,3.87,T
1360,Rodentia,Gerbillus acticola,NA,NA,NA,NA,T
1361,Rodentia,Gerbillus agag,NA,NA,NA,NA,T
1362,Rodentia,Gerbillus amoenus,13.2,NA,NA,NA,T
1363,Rodentia,Gerbillus andersoni,27.5,NA,NA,3.89,T
1364,Rodentia,Gerbillus aquilus,NA,NA,NA,NA,T
1365,Rodentia,Gerbillus brockmani,NA,NA,NA,NA,T
1366,Rodentia,Gerbillus burtoni,NA,NA,NA,NA,T
1367,Rodentia,Gerbillus cheesmani,28,NA,NA,8,T
1368,Rodentia,Gerbillus dongolanus,NA,NA,NA,NA,T
1369,Rodentia,Gerbillus dunni,NA,NA,NA,NA,T
1370,Rodentia,Gerbillus famulus,NA,NA,NA,NA,T
1371,Rodentia,Gerbillus floweri,NA,NA,NA,NA,T
1372,Rodentia,Gerbillus garamantis,NA,NA,NA,NA,T
599,Rodentia,Gerbillus gerbillus,26.99,NA,NA,4.14,T
600,Rodentia,Gerbillus gleadowi,26.01,NA,NA,3,T
601,Rodentia,Gerbillus grobbeni,NA,NA,NA,NA,T
1474,Rodentia,Gerbillus henleyi,8,NA,NA,4,T
1475,Rodentia,Gerbillus hesperinus,NA,NA,NA,NA,T
1476,Rodentia,Gerbillus hoogstraali,NA,NA,NA,NA,T
1477,Rodentia,Gerbillus latastei,NA,NA,NA,4.86,T
1478,Rodentia,Gerbillus mauritaniae,NA,NA,NA,NA,T
1479,Rodentia,Gerbillus mesopotamiae,NA,NA,NA,NA,T
1480,Rodentia,Gerbillus muriculus,NA,NA,NA,NA,T
1481,Rodentia,Gerbillus nancillus,NA,NA,NA,NA,T
1482,Rodentia,Gerbillus nanus,25.5,63.77,NA,3.16,T
1483,Rodentia,Gerbillus nigeriae,29.7,NA,NA,NA,T
1484,Rodentia,Gerbillus occiduus,NA,NA,NA,NA,T
1485,Rodentia,Gerbillus perpallidus,52.22,NA,NA,4.65,T
1486,Rodentia,Gerbillus poecilops,NA,NA,NA,NA,T
1487,Rodentia,Gerbillus principulus,NA,NA,NA,NA,T
1488,Rodentia,Gerbillus pulvinatus,NA,NA,NA,NA,T
1489,Rodentia,Gerbillus pusillus,12.55,NA,NA,NA,T
1490,Rodentia,Gerbillus pyramidum,42.8,101.71,NA,3.3,T
1491,Rodentia,Gerbillus rosalinda,NA,NA,NA,NA,T
1492,Rodentia,Gerbillus syrticus,NA,NA,NA,NA,T
1493,Rodentia,Gerbillus tarabuli,NA,NA,NA,NA,T
1494,Rodentia,Gerbillus vivax,NA,NA,NA,NA,T
1495,Rodentia,Gerbillus watersi,NA,NA,NA,NA,T
1497,Rodentia,Glaucomys sabrinus,137.53,160.82,0.05,3,T
1498,Rodentia,Glaucomys volans,71.9,127.98,0.005345752,3.13,T
1512,Rodentia,Glirulus japonicus,NA,72.5,NA,4,T
1513,Rodentia,Glis glis,128.09,167.08,0.001479636,5.17,T
1526,Rodentia,Glyphotes simus,NA,120,NA,NA,T
1527,Rodentia,Golunda ellioti,60.73,NA,NA,4.83,T
1560,Rodentia,Grammomys aridulus,NA,NA,NA,NA,T
1561,Rodentia,Grammomys buntingi,NA,NA,NA,NA,T
1562,Rodentia,Grammomys caniceps,NA,NA,NA,NA,T
1563,Rodentia,Grammomys cometes,45,116.81,NA,2.9,T
1564,Rodentia,Grammomys dolichurus,41.85,110.27,NA,3.11,T
1581,Rodentia,Grammomys dryas,NA,NA,NA,NA,T
1538,Rodentia,Grammomys gigas,NA,NA,NA,NA,T
1539,Rodentia,Grammomys ibeanus,41.19,NA,NA,NA,T
1540,Rodentia,Grammomys kuru,NA,NA,NA,NA,T
1541,Rodentia,Grammomys macmillani,37.01,NA,NA,NA,T
1542,Rodentia,Grammomys minnae,35.99,NA,NA,NA,T
1543,Rodentia,Grammomys poensis,50.03,111.65,0.001024808,1.97,T
1545,Rodentia,Graomys centralis,NA,NA,NA,NA,T
1546,Rodentia,Graomys domorum,102,NA,NA,NA,T
1547,Rodentia,Graomys edithae,40.4,NA,NA,NA,T
1548,Rodentia,Graomys griseoflavus,68.32,NA,NA,6.97,T
1549,Rodentia,Graphiurus angolensis,NA,NA,NA,NA,T
1550,Rodentia,Graphiurus christyi,NA,NA,NA,4.99,T
1551,Rodentia,Graphiurus crassicaudatus,NA,NA,NA,3.16,T
1552,Rodentia,Graphiurus johnstoni,NA,NA,NA,NA,T
1553,Rodentia,Graphiurus kelleni,10.5,NA,NA,4.41,T
1554,Rodentia,Graphiurus lorraineus,NA,NA,NA,4.99,T
1555,Rodentia,Graphiurus microtis,NA,NA,NA,NA,T
1556,Rodentia,Graphiurus monardi,NA,NA,NA,NA,T
1557,Rodentia,Graphiurus murinus,20.07,75.63,NA,3,T
1558,Rodentia,Graphiurus nagtglasii,30,NA,NA,3.11,T
1400,Rodentia,Graphiurus ocularis,68.8,NA,0.09,4.99,T
1401,Rodentia,Graphiurus platyops,46.1,NA,NA,5.17,T
1402,Rodentia,Graphiurus rupicola,NA,NA,NA,NA,T
1403,Rodentia,Graphiurus surdus,NA,NA,NA,4.99,T
1406,Rodentia,Gymnuromys roberti,97.5,142.5,NA,1.94,T
1407,Rodentia,Habromys chinanteco,40,NA,NA,NA,T
1408,Rodentia,Habromys delicatulus,NA,NA,NA,NA,T
1409,Rodentia,Habromys ixtlani,NA,NA,NA,NA,T
1410,Rodentia,Habromys lepturus,84.99,NA,NA,1.9,T
1411,Rodentia,Habromys lophurus,40,NA,NA,NA,T
1412,Rodentia,Habromys simulatus,40,NA,NA,NA,T
1413,Rodentia,Hadromys humei,NA,NA,NA,NA,T
1414,Rodentia,Hadromys yunnanensis,NA,NA,NA,NA,T
1415,Rodentia,Haeromys margarettae,NA,75.99,NA,NA,T
1416,Rodentia,Haeromys minahassae,NA,NA,NA,NA,T
1417,Rodentia,Haeromys pusillus,NA,65,NA,NA,T
1419,Rodentia,Handleyomys fuscatus,49.5,NA,NA,NA,T
1420,Rodentia,Handleyomys intectus,60.5,NA,NA,NA,T
1425,Rodentia,Hapalomys delacouri,NA,NA,NA,NA,T
1426,Rodentia,Hapalomys longicaudatus,70,NA,NA,NA,T
1432,Rodentia,Heimyscus fumosus,17.2,NA,NA,NA,T
1434,Rodentia,Heliophobius argenteocinereus,159.46,154.53,0.000134237,2.46,T
1582,Rodentia,Heliosciurus gambianus,248.36,196.1,NA,2.91,T
1583,Rodentia,Heliosciurus mutabilis,390,NA,NA,NA,T
1584,Rodentia,Heliosciurus punctatus,173.85,190.09,NA,NA,T
1585,Rodentia,Heliosciurus rufobrachium,332.88,237.29,NA,2,T
1586,Rodentia,Heliosciurus ruwenzorii,291,225.32,NA,2.91,T
1587,Rodentia,Heliosciurus undulatus,347.33,NA,NA,NA,T
542,Rodentia,Heterocephalus glaber,39.36,129.61,0.004215132,11.3,T
544,Rodentia,Heteromys anomalus,69.06,NA,NA,2.83,T
545,Rodentia,Heteromys australis,267.49,NA,NA,2.75,T
546,Rodentia,Heteromys desmarestianus,74,NA,0.001025001,3.06,T
1719,Rodentia,Heteromys gaumeri,63.59,115.35,NA,2.95,T
1720,Rodentia,Heteromys nelsoni,67.55,157.62,NA,NA,T
1721,Rodentia,Heteromys oasicus,NA,NA,NA,NA,T
1722,Rodentia,Heteromys oresterus,74.8,110.04,NA,3.41,T
1723,Rodentia,Heteromys teleus,NA,NA,NA,NA,T
1601,Rodentia,Heteropsomys antillensis,NA,NA,NA,NA,T
1602,Rodentia,Heteropsomys insulans,NA,NA,NA,NA,T
1604,Rodentia,Hexolobodon phenax,NA,NA,NA,NA,T
1686,Rodentia,Hodomys alleni,367.59,223.16,NA,1.39,T
1687,Rodentia,Holochilus brasiliensis,155,NA,NA,3.88,T
1688,Rodentia,Holochilus chacarius,204,NA,NA,NA,T
1689,Rodentia,Holochilus sciureus,120.42,NA,NA,3.12,T
1691,Rodentia,Hoplomys gymnurus,281.42,NA,NA,2.1,T
1694,Rodentia,Hybomys badius,NA,NA,NA,NA,T
1695,Rodentia,Hybomys basilii,NA,NA,NA,NA,T
1696,Rodentia,Hybomys lunaris,NA,NA,NA,NA,T
1697,Rodentia,Hybomys planifrons,49.6,NA,NA,NA,T
1698,Rodentia,Hybomys trivirgatus,60.08,121.72,NA,2.72,T
1699,Rodentia,Hybomys univittatus,54.46,NA,0.002104427,2.3,T
1701,Rodentia,Hydrochoerus hydrochaeris,48144.91,1208.39,0.07,3.49,T
1702,Rodentia,Hydrochoerus isthmius,21267.32,NA,NA,4.99,T
1704,Rodentia,Hydromys chrysogaster,626.17,275.52,NA,3.51,T
1705,Rodentia,Hydromys habbema,NA,144.47,NA,NA,T
1706,Rodentia,Hydromys hussoni,NA,151.75,NA,NA,T
1707,Rodentia,Hydromys neobritannicus,NA,292.14,NA,NA,T
1708,Rodentia,Hydromys shawmayeri,NA,131.61,NA,NA,T
1780,Rodentia,Hylomyscus aeta,22.13,NA,NA,4.18,T
1781,Rodentia,Hylomyscus alleni,19.94,NA,NA,3,T
1782,Rodentia,Hylomyscus baeri,NA,NA,NA,NA,T
1783,Rodentia,Hylomyscus carillus,NA,NA,NA,NA,T
1784,Rodentia,Hylomyscus denniae,35.99,NA,NA,4.61,T
1785,Rodentia,Hylomyscus grandis,NA,NA,NA,NA,T
1786,Rodentia,Hylomyscus parvus,14.49,NA,NA,NA,T
1787,Rodentia,Hylomyscus stella,18.99,NA,NA,3.11,T
1789,Rodentia,Hylopetes alboniger,255.38,NA,NA,2.23,T
1790,Rodentia,Hylopetes bartelsi,NA,NA,NA,NA,T
1791,Rodentia,Hylopetes lepidus,63.28,141.67,NA,2,T
1792,Rodentia,Hylopetes nigripes,NA,219.99,NA,NA,T
1793,Rodentia,Hylopetes phayrei,226.99,176.9,NA,NA,T
1794,Rodentia,Hylopetes platyurus,56.98,131.27,NA,NA,T
1795,Rodentia,Hylopetes sipora,NA,NA,NA,NA,T
1796,Rodentia,Hylopetes spadiceus,118.1,181.38,NA,NA,T
1797,Rodentia,Hylopetes winstoni,NA,NA,NA,NA,T
1798,Rodentia,Hyomys dammermani,932.5,310.39,NA,1.07,T
1799,Rodentia,Hyomys goliath,866.74,339.26,NA,1,T
1800,Rodentia,Hyosciurus heinrichi,NA,NA,NA,NA,T
1801,Rodentia,Hyosciurus ileile,NA,NA,NA,NA,T
1802,Rodentia,Hyperacrius fertilis,22.25,NA,NA,2.5,T
1803,Rodentia,Hyperacrius wynnei,52.6,NA,NA,2.5,T
1806,Rodentia,Hypogeomys antimena,1175.93,306.34,0.02,1.26,T
1827,Rodentia,Hystrix africaeaustralis,14936.02,NA,1.31,1.51,T
1828,Rodentia,Hystrix brachyura,8000,528.81,NA,1.41,T
1829,Rodentia,Hystrix crassispinis,4584.6,542.49,NA,NA,T
1830,Rodentia,Hystrix cristata,13406.27,NA,0.74,1.73,T
1831,Rodentia,Hystrix indica,14298.6,747.76,1.05,1.73,T
1832,Rodentia,Hystrix javanica,NA,NA,NA,NA,T
1833,Rodentia,Hystrix pumila,3544.26,542.49,NA,NA,T
1834,Rodentia,Hystrix sumatrae,NA,NA,NA,NA,T
1837,Rodentia,Ichthyomys hydrobates,66.39,NA,NA,NA,T
1838,Rodentia,Ichthyomys pittieri,69.1,NA,NA,NA,T
1839,Rodentia,Ichthyomys stolzmanni,84.7,NA,NA,NA,T
1840,Rodentia,Ichthyomys tweedii,118.5,NA,NA,1.94,T
1844,Rodentia,Idiurus macrotis,27.23,87.23,NA,0.97,T
1845,Rodentia,Idiurus zenkeri,100,NA,NA,1,T
1849,Rodentia,Iomys horsfieldii,155.5,184.94,NA,2.64,T
1850,Rodentia,Iomys sipora,NA,NA,NA,NA,T
1851,Rodentia,Irenomys tarsalis,43.15,114.65,NA,3.85,T
1852,Rodentia,Isolobodon montanus,NA,NA,NA,NA,T
1853,Rodentia,Isolobodon portoricensis,NA,NA,NA,NA,T
1857,Rodentia,Isothrix bistriata,444.99,NA,NA,0.97,T
1858,Rodentia,Isothrix negrensis,NA,NA,NA,NA,T
1859,Rodentia,Isothrix pagurus,210,NA,NA,NA,T
1860,Rodentia,Isothrix sinnamariensis,291.73,216.56,NA,NA,T
1565,Rodentia,Isthmomys flavidus,NA,NA,NA,NA,T
1566,Rodentia,Isthmomys pirrensis,137.71,NA,NA,2.43,T
1567,Rodentia,Jaculus blanfordi,NA,NA,NA,3.88,T
1568,Rodentia,Jaculus jaculus,59.8,102.18,NA,3.24,T
1569,Rodentia,Jaculus orientalis,138.26,NA,NA,2.41,T
1570,Rodentia,Juliomys pictipes,22.9,NA,NA,NA,T
1571,Rodentia,Juliomys rimofrons,NA,NA,NA,NA,T
1572,Rodentia,Juscelinomys candango,97.29,NA,NA,NA,T
1573,Rodentia,Juscelinomys guaporensis,NA,NA,NA,NA,T
1574,Rodentia,Juscelinomys huanchacae,NA,NA,NA,NA,T
1575,Rodentia,Kadarsanomys sodyi,NA,NA,NA,4,T
1576,Rodentia,Kannabateomys amblyonyx,599.99,NA,NA,1,T
1876,Rodentia,Kerodon acrobata,NA,NA,NA,NA,T
1877,Rodentia,Kerodon rupestris,799.15,NA,NA,1.52,T
1885,Rodentia,Komodomys rintjanus,NA,169.4,NA,NA,T
1886,Rodentia,Kunsia fronto,167.99,NA,NA,NA,T
1887,Rodentia,Kunsia tomentosus,115.6,NA,NA,NA,T
1899,Rodentia,Lagidium peruanum,1220,342.37,NA,1,T
1900,Rodentia,Lagidium viscacia,1539.99,NA,NA,1,T
1901,Rodentia,Lagidium wolffsohni,2682,NA,NA,NA,T
1724,Rodentia,Lagostomus crassus,NA,NA,NA,NA,T
547,Rodentia,Lagostomus maximus,4660.94,523.73,0.01,1.93,T
553,Rodentia,Lagurus lagurus,20.6,92.52,NA,4,T
555,Rodentia,Lamottemys okuensis,NA,NA,NA,NA,T
1726,Rodentia,Lariscus hosei,180,182.5,NA,1.94,T
1727,Rodentia,Lariscus insignis,174.41,177.16,0.008112981,NA,T
1728,Rodentia,Lariscus niobe,NA,NA,NA,NA,T
1729,Rodentia,Lariscus obscurus,241.19,187,NA,NA,T
2058,Rodentia,Lasiopodomys brandtii,NA,NA,NA,NA,T
2059,Rodentia,Lasiopodomys fuscus,NA,NA,NA,NA,T
2060,Rodentia,Lasiopodomys mandarinus,NA,NA,NA,NA,T
1748,Rodentia,Leggadina forresti,23.88,84.3,NA,NA,T
1749,Rodentia,Leggadina lakedownensis,17.5,NA,NA,NA,T
1750,Rodentia,Leimacomys buettneri,54.99,NA,NA,NA,T
1751,Rodentia,Lemmiscus curtatus,28.27,102.68,NA,5.11,T
2049,Rodentia,Lemmus amurensis,NA,NA,NA,NA,T
2050,Rodentia,Lemmus lemmus,67.62,NA,NA,5.1,T
2051,Rodentia,Lemmus portenkoi,NA,NA,NA,NA,T
2052,Rodentia,Lemmus sibiricus,53.81,NA,0.006494881,6.39,T
2053,Rodentia,Lemmus trimucronatus,69.82,NA,0.005384903,6.86,T
2054,Rodentia,Lemniscomys barbarus,26.15,NA,NA,4.61,T
2055,Rodentia,Lemniscomys bellieri,NA,NA,NA,NA,T
2056,Rodentia,Lemniscomys griselda,55.87,NA,NA,3.68,T
2057,Rodentia,Lemniscomys hoogstraali,NA,NA,NA,NA,T
2065,Rodentia,Lemniscomys linulus,NA,NA,NA,NA,T
2066,Rodentia,Lemniscomys macculus,26.5,NA,NA,NA,T
2067,Rodentia,Lemniscomys mittendorfi,41.85,111,NA,NA,T
2068,Rodentia,Lemniscomys rosalia,49.92,NA,NA,NA,T
2069,Rodentia,Lemniscomys roseveari,NA,NA,NA,NA,T
2070,Rodentia,Lemniscomys striatus,43.65,102.79,NA,4.64,T
2071,Rodentia,Lemniscomys zebra,NA,NA,NA,NA,T
2073,Rodentia,Lenomys meyeri,NA,NA,NA,NA,T
2074,Rodentia,Lenothrix canus,150,192.5,NA,2.91,T
2075,Rodentia,Lenoxus apicalis,53.6,NA,NA,NA,T
2089,Rodentia,Leopoldamys ciliatus,NA,NA,NA,NA,T
2090,Rodentia,Leopoldamys edwardsi,308.82,231.02,NA,1.94,T
2091,Rodentia,Leopoldamys milleti,NA,NA,NA,NA,T
2092,Rodentia,Leopoldamys neilli,NA,NA,NA,NA,T
2093,Rodentia,Leopoldamys sabanus,347.61,228.41,NA,3.33,T
2094,Rodentia,Leopoldamys siporanus,NA,NA,NA,NA,T
2103,Rodentia,Leporillus apicalis,150,202.87,NA,NA,T
2104,Rodentia,Leporillus conditor,328.82,192.73,NA,2.95,T
2106,Rodentia,Leptomys elegans,83.52,152.33,NA,1.88,T
2107,Rodentia,Leptomys ernstmayri,42.85,120.88,NA,NA,T
2108,Rodentia,Leptomys signatus,NA,146.07,NA,NA,T
2150,Rodentia,Limnomys bryophilus,NA,NA,NA,NA,T
2151,Rodentia,Limnomys sibuanus,NA,128.82,NA,NA,T
2152,Rodentia,Liomys adspersus,50.99,124.62,0.004046269,3.2,T
2153,Rodentia,Liomys irroratus,48.95,115.55,NA,4.22,T
2154,Rodentia,Liomys pictus,43.28,114.13,NA,3.67,T
2155,Rodentia,Liomys salvini,41.99,107.97,0.001470548,3.69,T
2156,Rodentia,Liomys spectabilis,65,NA,NA,NA,T
2176,Rodentia,Lonchothrix emiliae,138.2,NA,NA,NA,T
2181,Rodentia,Lophiomys imhausi,755,NA,NA,1.58,T
2190,Rodentia,Lophuromys angolensis,NA,NA,NA,NA,T
2191,Rodentia,Lophuromys ansorgei,NA,NA,NA,NA,T
2192,Rodentia,Lophuromys aquilus,NA,NA,NA,NA,T
2193,Rodentia,Lophuromys brevicaudus,NA,NA,NA,NA,T
2194,Rodentia,Lophuromys brunneus,NA,NA,NA,NA,T
2195,Rodentia,Lophuromys chrysopus,NA,NA,NA,NA,T
2196,Rodentia,Lophuromys dieterleni,NA,NA,NA,NA,T
2197,Rodentia,Lophuromys dudui,NA,NA,NA,NA,T
2198,Rodentia,Lophuromys eisentrauti,NA,NA,NA,NA,T
2199,Rodentia,Lophuromys flavopunctatus,57.07,122.1,NA,2.3,T
2200,Rodentia,Lophuromys huttereri,NA,NA,NA,NA,T
2201,Rodentia,Lophuromys luteogaster,NA,NA,NA,1,T
2202,Rodentia,Lophuromys medicaudatus,NA,NA,NA,NA,T
2203,Rodentia,Lophuromys melanonyx,10.2,NA,NA,NA,T
2204,Rodentia,Lophuromys nudicaudus,32.59,NA,NA,1.55,T
2205,Rodentia,Lophuromys rahmi,NA,NA,NA,1.94,T
2206,Rodentia,Lophuromys roseveari,NA,NA,NA,NA,T
2207,Rodentia,Lophuromys sikapusi,62.72,118.07,0.001594146,3,T
2208,Rodentia,Lophuromys verhageni,NA,NA,NA,NA,T
2209,Rodentia,Lophuromys woosnami,42.14,NA,NA,1.97,T
2210,Rodentia,Lophuromys zena,NA,NA,NA,NA,T
2211,Rodentia,Lorentzimys nouhuysi,14.44,81.57,NA,2.75,T
2216,Rodentia,Loxodontomys micropus,70.76,NA,NA,4.16,T
2217,Rodentia,Loxodontomys pikumche,NA,NA,NA,NA,T
2218,Rodentia,Lundomys molitor,238.49,NA,NA,2.91,T
2303,Rodentia,Macrotarsomys bastardi,28.45,89.99,NA,2.5,T
2304,Rodentia,Macrotarsomys ingens,54.99,120,NA,NA,T
2309,Rodentia,Macruromys elegans,NA,158.24,NA,NA,T
2310,Rodentia,Macruromys major,357.25,241.75,NA,NA,T
2315,Rodentia,Madromys blanfordi,NA,NA,NA,2.5,T
2316,Rodentia,Makalata didelphoides,398.66,NA,NA,1,T
2317,Rodentia,Makalata grandis,584,NA,NA,NA,T
2318,Rodentia,Makalata macrura,439,NA,NA,NA,T
2319,Rodentia,Makalata obscura,108,NA,NA,NA,T
2320,Rodentia,Makalata occasius,NA,NA,NA,NA,T
2321,Rodentia,Makalata rhipidura,315,NA,NA,NA,T
2322,Rodentia,Malacomys cansdalei,NA,NA,NA,NA,T
2323,Rodentia,Malacomys edwardsi,63.78,NA,0.002848797,2.46,T
2324,Rodentia,Malacomys longipes,95.64,NA,NA,2.91,T
2325,Rodentia,Malacothrix typica,17.02,NA,NA,4.04,T
2326,Rodentia,Mallomys aroaensis,1663.99,405.75,NA,1.02,T
2327,Rodentia,Mallomys gunung,2041.47,442.03,NA,NA,T
2328,Rodentia,Mallomys istapantap,1990.43,416.9,NA,1.07,T
2329,Rodentia,Mallomys rothschildi,1157.5,380.85,NA,1.02,T
2330,Rodentia,Malpaisomys insularis,NA,NA,NA,NA,T
2331,Rodentia,Mammelomys lanosus,117.1,161.13,NA,2.68,T
2332,Rodentia,Mammelomys rattoides,209.49,204.42,NA,1.69,T
1912,Rodentia,Margaretamys beccarii,NA,NA,NA,NA,T
1752,Rodentia,Margaretamys elegans,NA,NA,NA,NA,T
1753,Rodentia,Margaretamys parvus,NA,NA,NA,NA,T
2036,Rodentia,Marmota baibacina,NA,NA,NA,5.99,T
2037,Rodentia,Marmota bobak,NA,NA,NA,6.2,T
2038,Rodentia,Marmota broweri,NA,NA,NA,NA,T
2039,Rodentia,Marmota caligata,2253.71,NA,NA,4.67,T
2040,Rodentia,Marmota camtschatica,NA,NA,NA,4.99,T
2041,Rodentia,Marmota caudata,4350,NA,0.03,3.65,T
2042,Rodentia,Marmota flaviventris,3709.73,411.8,0.01,4.66,T
2043,Rodentia,Marmota himalayana,NA,NA,NA,NA,T
2044,Rodentia,Marmota marmota,4059.15,NA,0.01,4,T
2045,Rodentia,Marmota menzbieri,NA,450,NA,2.73,T
2046,Rodentia,Marmota monax,3880.93,412.76,0.01,4.1,T
2047,Rodentia,Marmota olympus,6299.99,NA,NA,4,T
2048,Rodentia,Marmota sibirica,NA,NA,NA,4.5,T
2337,Rodentia,Marmota vancouverensis,5232.43,466.84,NA,3.59,T
2346,Rodentia,Massoutiera mzabi,194,NA,NA,2.04,T
2347,Rodentia,Mastacomys fuscus,125.72,166.26,0.000491678,1.41,T
2348,Rodentia,Mastomys awashensis,NA,NA,NA,NA,T
2349,Rodentia,Mastomys coucha,53.81,NA,NA,7.96,T
2350,Rodentia,Mastomys erythroleucus,64.07,NA,NA,11.23,T
2351,Rodentia,Mastomys huberti,NA,NA,NA,NA,T
2352,Rodentia,Mastomys kollmannspergeri,NA,NA,NA,NA,T
2353,Rodentia,Mastomys natalensis,41.85,119.66,0.000918251,9.23,T
2354,Rodentia,Mastomys pernanus,NA,NA,NA,NA,T
2355,Rodentia,Mastomys shortridgei,46.5,NA,NA,NA,T
2356,Rodentia,Maxomys alticola,158.96,167.5,NA,NA,T
2357,Rodentia,Maxomys baeodon,158.96,167.5,NA,NA,T
2358,Rodentia,Maxomys bartelsii,88.46,NA,NA,NA,T
2359,Rodentia,Maxomys dollmani,NA,NA,NA,NA,T
